timestamp,model,context_h,horizon_h,mean_latency_ms,std_latency_ms,throughput_fps,cpu_percent,mem_mb,mean_rmse,n_windows,cache_hit_rate,l1_hit_rate,cache_misses,load_time_s,status,error
1760344535.0015078,mini,48,4,91.29052195016811,20.10597887842452,10.95403968164253,3.8,6625.2734375,39.88787577473791,20,0.7187058817007094,0.9263738717996873,13229402110,1.403485714999988,ok,
1760344537.9052017,mini,48,8,139.26793080004245,24.047239480734163,7.180403946948677,3.1,6608.92578125,59.82481759077576,20,0.7105939574738576,0.9255793525626401,12112873440,1.403485714999988,ok,
1760344544.0819824,mini,48,24,303.13807200004703,50.819653573534936,3.2988268131488443,1.3,6597.83203125,79.86674895171325,20,0.7543836214281165,0.9197390457491618,11877420227,1.403485714999988,ok,
1760344545.6658776,mini,96,4,73.50459614995088,16.734511491659415,13.604591445682926,2.5,6590.23046875,51.353249507564016,20,0.7587956726932161,0.9198640450890138,14316204738,1.403485714999988,ok,
1760344547.9932718,mini,96,8,110.7434433999515,7.940197845509005,9.029879957664726,2.5,6593.67578125,71.56316089702591,20,0.7570103838131591,0.9204863137067758,15651769780,1.403485714999988,ok,
1760344553.8712356,mini,96,24,288.2726763499704,10.315729372110324,3.4689378565520874,1.9,6596.09765625,88.65279427286137,20,0.7633191474476613,0.92154930298892,15857878800,1.403485714999988,ok,
1760344555.899925,mini,192,4,95.77400379994288,11.397608203799624,10.441246688285537,7.5,6595.57421875,52.842585366953074,20,0.7673275678903321,0.9221921907083489,15955284083,1.403485714999988,ok,
1760344558.8243642,mini,192,8,140.56979940005476,12.765028657898595,7.113903585748522,6.3,6610.98046875,81.81979515450203,20,0.7789440514250167,0.9235318593370971,15697330640,1.403485714999988,ok,
1760344565.2263765,mini,192,24,314.4506619000822,19.82098762634018,3.1801491335952523,1.2,6623.203125,76.50725092958716,20,0.7764955466671633,0.9234461115403706,15794230170,1.403485714999988,ok,
1760344567.3753572,mini,240,4,101.75151075013673,26.28243466521723,9.827863907157331,1.9,6630.078125,49.195631868486586,20,0.7762049076071942,0.9236669459074731,15924654900,1.403485714999988,ok,
1760344570.5282617,mini,240,8,151.99811014999796,16.72804941163401,6.579029166962399,1.3,6627.25390625,60.840211980968874,20,0.7792882673438195,0.9244679646804156,16159399080,1.403485714999988,ok,
1760344576.8708348,mini,240,24,311.4732944499792,19.67113080528196,3.2105481202356954,6.2,6639.28515625,84.01359197280236,20,0.7845217481329416,0.9245462864529002,15918415590,1.403485714999988,ok,
1760344579.3515248,mini,336,4,118.36373844971604,24.326574976421494,8.448533419927639,1.9,6642.32421875,46.934401143782104,20,0.7808908189799709,0.9242377883959482,16595619886,1.403485714999988,ok,
1760344582.6632645,mini,336,8,159.90658749997237,9.250835726448226,6.25365105737231,6.2,6654.51953125,47.55726490082942,20,0.7779963605764777,0.9240576163035537,17003521800,1.403485714999988,ok,
1760344589.9359233,mini,336,24,357.90742234980826,22.776928757710987,2.7940186136252554,4.3,6668.41796875,72.460202534437,20,0.8030055369902794,0.9267951415006767,16038112703,1.403485714999988,ok,
1760344594.1760466,small,48,4,135.22397504989385,32.59611889269069,7.395138322409381,11.3,6618.94140625,39.98487600329737,20,0.7685823449480341,0.9224868985032357,17496703180,1.4170247930005644,ok,
1760344598.3774083,small,48,8,204.28438569997525,31.94209929338666,4.895136730952419,6.9,6642.16015625,62.112400527859045,20,0.8085438802497298,0.908875148024953,9505061956,1.4170247930005644,ok,
1760344607.045694,small,48,24,427.78699589994176,37.31276660939253,2.337611964796371,3.8,6619.53515625,82.10848668173465,20,0.8044539058093431,0.901985002217622,15071725188,1.4170247930005644,ok,
1760344609.3174813,small,96,4,107.95175439993727,8.468471975804068,9.263397390423338,2.5,6623.96484375,47.01446675289234,20,0.7936431696501806,0.8995848986744669,19157648420,1.4170247930005644,ok,
1760344613.0835493,small,96,8,182.6346859500518,19.077490112818914,5.475411172845266,12.4,6727.47265625,82.35785061236524,20,0.8024152807213984,0.9063066338794203,18438112780,1.4170247930005644,ok,
1760344623.4778557,small,96,24,514.026140299984,61.75268290415534,1.9454263540301728,5.0,7019.296875,88.10335630072782,20,0.8077469759238355,0.9059551000354336,16395276489,1.4170247930005644,ok,
1760344626.9056537,small,192,4,165.74020585003382,24.999080684934437,6.033539024953467,17.8,7017.84375,59.01986750617967,20,0.7981376304578485,0.9023016748456378,16690048160,1.4170247930005644,ok,
1760344631.944515,small,192,8,246.30360940000173,20.83380891056558,4.060029824313216,3.8,6995.07421875,74.61403621255091,20,0.8270435541357195,0.9187978066393166,14769733892,1.4170247930005644,ok,
1760344643.6012108,small,192,24,577.1491089999927,45.496470761883714,1.7326544984755623,10.6,7027.7578125,83.18951532380495,20,0.8062757548429527,0.9140459677662194,15998164348,1.4170247930005644,ok,
1760344647.2952328,small,240,4,178.9952792999884,32.11183534506777,5.586739515761435,2.5,7022.125,42.93738077084462,20,0.8036488404478305,0.9109375462504142,15381125542,1.4170247930005644,ok,
1760344652.711514,small,240,8,265.15819820001525,29.688273049581717,3.7713335163247557,5.7,7005.34375,76.87403494583242,20,0.8205646237870703,0.9181599319184696,15419189465,1.4170247930005644,ok,
1760344663.8230798,small,240,24,549.9074057499456,41.21041996435267,1.8184879664172424,4.5,7054.9140625,77.69823674728856,20,0.8133426637517122,0.9163690416811875,16664777523,1.4170247930005644,ok,
1760344668.391313,small,336,4,222.71129000005203,37.74036543039564,4.490118125577587,0.0,7070.9375,42.64692163216896,20,0.815542186743575,0.9161136103323638,16497719460,1.4170247930005644,ok,
1760344674.8628595,small,336,8,317.8193609999653,45.02080159082725,3.1464414151915348,6.2,7031.64453125,56.810669333615465,20,0.8334678137596278,0.9223568749274148,15085442752,1.4170247930005644,ok,
1760344686.4468696,small,336,24,573.5640709500785,37.22389989096802,1.7434843823873991,1.9,6991.66796875,76.9339415744567,20,0.8184083657352434,0.9182015950114205,16665603992,1.4170247930005644,ok,
1760344694.6289563,base,48,4,335.04824799993,71.25510058426028,2.984644766744785,2.5,6978.6015625,42.89686281918279,20,0.8126506046125305,0.9123553883756225,12772301054,1.363949982000122,ok,
1760344704.9335806,base,48,8,509.5115123499454,41.179900891058175,1.9626641906241653,14.5,7064.0859375,54.60493669171505,20,0.8568220138324588,0.9033621150872622,16852213240,1.363949982000122,ok,
1760344731.8777075,base,48,24,1341.5004586999657,115.77035681510604,0.7454339605437703,1.2,7082.78125,82.48403394423158,20,0.8492059320917607,0.8927925845775112,18211232187,1.363949982000122,ok,
1760344739.6051183,base,96,4,380.67209374989943,25.270292021089485,2.62693277605213,0.6,7152.5234375,56.98808680777994,20,0.8522994616777966,0.9025703768177084,15944113016,1.363949982000122,ok,
1760344751.615281,base,96,8,594.8398474498845,33.48859552042586,1.6811247670899359,2.5,7153.0078125,70.21644287109297,20,0.8567234559043195,0.914589322552989,16377742665,1.363949982000122,ok,
1760344781.9738944,base,96,24,1512.286720399925,68.03393366153313,0.6612502685572413,1.9,7075.3203125,90.99055085687202,20,0.8463679349935715,0.9010354895541022,16728021388,1.363949982000122,ok,
1760344792.8259826,base,192,4,536.9103708498187,44.91079149346339,1.8625082589058684,4.4,7103.0859375,48.13236310034506,20,0.858603340857821,0.9136025826998673,15185338378,1.363949982000122,ok,
1760344808.4992857,base,192,8,777.9378092500792,78.40431909667474,1.2854497983122655,0.6,7131.63671875,74.70550637717919,20,0.8641953993645781,0.9207977766464799,14402416640,1.363949982000122,ok,
1760344840.6691403,base,192,24,1602.8280931499921,118.27660822532134,0.6238972253317127,0.6,7135.2578125,83.1109148399468,20,0.8489682800846612,0.9096199240110598,16883477099,1.363949982000122,ok,
1760344852.5347226,base,240,4,587.6209516500239,43.68495247476756,1.7017773059180867,6.9,7126.578125,39.43565230002386,20,0.8617122047436749,0.9238325619486321,15709074350,1.363949982000122,ok,
1760344868.437921,base,240,8,789.4068277499628,55.968666429974796,1.2667739432280927,0.6,7166.40625,60.54438485528136,20,0.867498315894134,0.9271281625638862,15000436629,1.363949982000122,ok,
1760344899.0809443,base,240,24,1526.4983431000474,54.4452054004049,0.6550940618573994,0.6,7136.609375,78.31146360193253,20,0.8471922388734461,0.9131039013000161,18451814300,1.363949982000122,ok,
1760344914.5262742,base,336,4,766.6307512000913,67.19947879974173,1.3044089327679462,1.9,7136.515625,46.29531661922335,20,0.8646260624230427,0.925969994331328,15313162663,1.363949982000122,ok,
1760344934.5424013,base,336,8,995.1502267500928,70.81192871112584,1.0048734081745079,1.3,6884.40234375,52.060866756812885,20,0.8693072700515083,0.9295399738349878,14065582598,1.363949982000122,ok,
1760344973.2294943,base,336,24,1928.6369694002587,154.24871108994014,0.5185008977148076,1.2,7063.07421875,81.06934420351924,20,0.8509108279006754,0.915357963977698,16274511474,1.363949982000122,ok,
1760344998.3701563,large,48,4,1131.0237847500048,484.60370826563997,0.8841547043336798,1.9,6540.08203125,42.07561334197053,20,0.8363754169531932,0.9022349789370755,17895819415,2.405560331999368,ok,
1760345034.3884459,large,48,8,1795.2644039499319,126.11169894997843,0.5570210147317604,4.4,6541.32421875,54.947557365008535,20,0.8294360481730179,0.8907780314210197,21301545086,2.405560331999368,ok,
1760345128.4082396,large,48,24,4695.3069693500765,247.2385651571788,0.21297862025375092,2.5,6632.15625,84.1337816997839,20,0.8265339246371942,0.8812137861656341,21042093570,2.405560331999368,ok,
1760345152.297554,large,96,4,1188.805060499999,27.482396540631814,0.8411808068678732,0.6,6606.38671875,50.17405927976122,20,0.8402917266999652,0.9090450218968738,20498826435,2.405560331999368,ok,
1760345191.5933225,large,96,8,1959.1235385499658,116.96171921653108,0.5104323338078742,0.6,6623.234375,66.41470483807298,20,0.8374418502706291,0.9060450849114621,20389065960,2.405560331999368,ok,
1760345290.1164668,large,96,24,4920.4874150000705,146.46709340949207,0.20323189872440428,0.0,6651.453125,92.81350915468667,20,0.8286618827340304,0.8906729626587759,20715198686,2.405560331999368,ok,
1760345327.4648829,large,192,4,1861.7480403501759,148.81867378193428,0.5371296106276068,0.6,6636.28515625,61.85748482131328,20,0.8478132624741413,0.9217095952096955,16709825233,2.405560331999368,ok,
1760461856.7044692,large,192,8,3008.9813196997056,557.3609049831898,0.33233838756426687,6.9,6745.48046875,82.27664846801198,20,0.8645742864004444,0.9105813165696269,14660725963,2.405560331999368,ok,
1760461981.9445734,large,192,24,6256.3248732999455,293.71433834989466,0.15983824693434479,7.5,6593.5078125,78.67839113657055,20,0.8467491199569062,0.8969363162821604,16640056209,2.405560331999368,ok,
1760462032.2053013,large,240,4,2507.3240450999947,191.71014137534382,0.39883157582055534,7.0,6552.0390625,43.217891290277485,20,0.8651411311922739,0.9208207716550014,13375309620,2.405560331999368,ok,
1760462095.2640955,large,240,8,3147.3014567502105,306.7896833557901,0.31773251267533925,6.3,6420.50390625,62.999713411502114,20,0.8531714448474061,0.9194830178067067,15116019124,2.405560331999368,ok,
1760462221.1853018,large,240,24,6290.396229000453,449.3078058110869,0.15897249769255004,0.0,6754.5078125,77.35037733488511,20,0.8318590104570495,0.9043847307548267,18136996247,2.405560331999368,ok,
1760462275.636803,large,336,4,2716.9220969999515,206.3093335823213,0.36806355290945164,1.2,6744.2421875,47.519440416074524,20,0.8666582446873602,0.9304262656553033,14352384732,2.405560331999368,ok,
1760462346.847522,large,336,8,3554.8969771000884,195.403023851335,0.2813021042358733,0.0,6770.60546875,59.17344624467913,20,0.8567773349848702,0.9260428334468908,15293464500,2.405560331999368,ok,
1760462486.9110162,large,336,24,6997.540463949736,431.2785833871274,0.14290735511310695,1.9,6839.72265625,84.33578669736919,20,0.8408243258942449,0.9101996526674192,16986792123,2.405560331999368,ok,
